id_str,full_text,retweeted_status.id_str,retweeted_status.full_text,conservative
1216493384145276928,RT @GeauxTrump2016: @TimRunsHisMouth #MichelleWilliams was HW the father? https://t.co/DHFEdlCDts,1.2154381469865288e+18,@TimRunsHisMouth #MichelleWilliams was HW the father? https://t.co/DHFEdlCDts,
1216490307547811842,"RT @Carolin22587741: #MichelleWilliams wearing Epstein’s bedsheet? 
Orange seems to be the killers color of choice https://t.co/8sqL1Ad2cH",1.2146344938997678e+18,"#MichelleWilliams wearing Epstein’s bedsheet? 
Orange seems to be the killers color of choice https://t.co/8sqL1Ad2cH",
1216490262446379011,"RT @Judy_Taya: #MichelleWilliams is a selfish, detestable, horrible person. https://t.co/JLoe68JLLM",1.2147160967853343e+18,"#MichelleWilliams is a selfish, detestable, horrible person. https://t.co/JLoe68JLLM",1.0
1216490110444822528,"RT @3John1verse4: Psalm 106:37-38 (KJV)
37 Yea, they sacrificed their sons and their daughters unto devils,
38 And shed innocent blood, eve…",1.216136682266714e+18,"Psalm 106:37-38 (KJV)
37 Yea, they sacrificed their sons and their daughters unto devils,
38 And shed innocent blood, even the blood of their sons and of their daughters, whom they sacrificed unto the idols of Canaan: and the land was polluted with blood.

#MichelleWilliams #KJV https://t.co/1Fi6Z1NSEd",1.0
1216489106911506432,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216488727662465025,"RT @conservcomadres: Michelle Williams wore her abortion like a badge of honor. 
Artist: Kayla Rose #sadtimes #michellewilliams https://t.c…",1.2146297929657467e+18,"Michelle Williams wore her abortion like a badge of honor. 
Artist: Kayla Rose #sadtimes #michellewilliams https://t.co/Xh3ogNzyFy",1.0
1216488423525101569,RT @sewwutnow: Nice. So are we to all be thrilled that she aborted her baby just so that she cud win this #GoldenGlobe tonight? Of course w…,1.2140369170813297e+18,"Nice. So are we to all be thrilled that she aborted her baby just so that she cud win this #GoldenGlobe tonight? Of course we are! Winning a statue is SO VERY important, and damn any stinkin baby who might get in the way of that precious award! #goldenglobes2020 #MichelleWilliams https://t.co/QwLe9wqeo0",1.0
1216480542637428736,"#GoldenGlobes #MichelleWilliams 
#LifeIsPrecious https://t.co/eRd80Mnpvj",,,
1216477265002889219,"RT @GDIGM: ""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much li…",1.2140239411250708e+18,"""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much like them. Don't forget: we are the largest voting body in this country. Let's make it look more like us."" 
The incredible #MichelleWilliams #GoldenGlobe https://t.co/DiTRVBcM8C",0.0
1216465003902947329,"RT @soyingridbeck: ""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una…",1.2141779966067794e+18,"""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una mujer que tenga el derecho de elegir cuándo quiero tener mis hijos y con quién. Los hombres llevan haciéndolo durante años."" #MichelleWilliams #GoldenGlobes https://t.co/26ZkaXTU04",
1216462466907017218,"@JohnLoudon @steveminnis @BenedictineKS @RavenWSoccer @LincolnRoblee #prolife #prochoice 
#MichelleWilliams #GoldenGlobes #Hannity #LauraIngraham",,,
1216461819688165377,"#MichelleWilliams murdered her child to get a shitty participation trophy. You can still do plenty of blow, and suck dick for a small part in a film no one will remember in 20 years without murdering children you soulless, piece of human trash. 

#GoldenGlobes",,,1.0
1216455559198781445,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216453643878195200,Quien fue el genio que se le ocurrió castear a #AnaDeArmas para interpretar a #MarilynMonroe en la nueva bio-pic “Blonde” nunca me gustó #MichelleWilliams bueno de hecho nunca me han gustado sus actuaciones,,,
1216452234088722433,"RT @ElianaCabrera9: Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siem…",1.216406521770324e+18,"Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siempre que nuestras acciones no perjudiquen a los demás».

Si #MichelleWilliams lo hubiera estudiado tal vez no hubiera matado a su hijo para seguir su carrera.",
1216452110163808256,RT @CaldronPool: #GoldenGlobes #MichelleWilliams https://t.co/b562VKzHDu,1.2147369271291412e+18,#GoldenGlobes #MichelleWilliams https://t.co/b562VKzHDu,
1216451902667247618,#CounterCultural #Life #Choice #GoldenGIobes2020 #MichelleWilliams #DreamsWITHbabies @theblaze https://t.co/WvAIEFid53,,,
1216449248818081792,"RT @nelleNOTE: La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobe…",1.2149255664843407e+18,"La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobes grazie all'#aborto: ""No, Michelle. E lo dico a tutte le #donne, i #figli non ci impediscono di realizzare i nostri sogni!”

https://t.co/vduj4w9jty https://t.co/OHuFEc9j2p",
1216448697883484161,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.2164375381199872e+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1.0
1216444522298609664,"RT @conservcomadres: Michelle Williams wore her abortion like a badge of honor. 
Artist: Kayla Rose #sadtimes #michellewilliams https://t.c…",1.2146297929657467e+18,"Michelle Williams wore her abortion like a badge of honor. 
Artist: Kayla Rose #sadtimes #michellewilliams https://t.co/Xh3ogNzyFy",1.0
1216441277815971845,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.2164375381199872e+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1.0
1216439413837914112,RT @rulajebreal: #MichelleWilliams delivering a passionate defense of a woman's rights: “When it is time to vote please do so in your own s…,1.2141131218220278e+18,"#MichelleWilliams delivering a passionate defense of a woman's rights: “When it is time to vote please do so in your own self-interest. It's what men have been doing for years,We are the largest voting body in this country. Let’s make it look more like us”
https://t.co/5tfTyIkiRV",0.0
1216439181372723200,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.2164375381199872e+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1.0
1216437814646267904,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.2164375381199872e+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1.0
1216437677484072960,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.2164375381199872e+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1.0
1216437538119987202,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",,,1.0
1216434258908209152,"RT @ElianaCabrera9: Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siem…",1.216406521770324e+18,"Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siempre que nuestras acciones no perjudiquen a los demás».

Si #MichelleWilliams lo hubiera estudiado tal vez no hubiera matado a su hijo para seguir su carrera.",
1216433663035858946,"RT @mercatornet: ""Ignoring wanted #pregnancy #abortions, acting as if only unwanted pregnancies were ever aborted, tends to understate how…",1.2163527996649595e+18,"""Ignoring wanted #pregnancy #abortions, acting as if only unwanted pregnancies were ever aborted, tends to understate how much hurt is out there for #women after #abortion.""
https://t.co/9AdVDoprrj
#womenshealth #WomensRights #MichelleWilliams #GoldenGlobes #bioethics #healthcare",
1216432527688290304,"RT @ElianaCabrera9: Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siem…",1.216406521770324e+18,"Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siempre que nuestras acciones no perjudiquen a los demás».

Si #MichelleWilliams lo hubiera estudiado tal vez no hubiera matado a su hijo para seguir su carrera.",
1216423111207288832,RT @CaldronPool: #GoldenGlobes #MichelleWilliams https://t.co/b562VKzHDu,1.2147369271291412e+18,#GoldenGlobes #MichelleWilliams https://t.co/b562VKzHDu,1.0
1216420697725030400,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.2152880592998605e+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1.0
1216419777926901760,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216419188069236737,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.2152880592998605e+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1.0
1216417634796949504,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.2152880592998605e+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1.0
1216417024508719105,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.2152880592998605e+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1.0
1216414568437702658,#GoldenGlobes 2020 #ChristopherAbbott #RussellCrowe #TheLoudestVoice #JaredHarris #SamRockwell #SachaBaronCohen #TheSpy #KaitlynDever #JoeyKing #HelenMirren #CatherinetheGreat #MerrittWever #MichelleWilliams #PatriciaArquette #ToniCollette #HollywoodCiak https://t.co/2ebqphegZD,,,
1216413836187787264,#HollywoodCiak 1688 #Venom #TomHardy #MichelleWilliams #RizAhmed #ScottHaze #ReidScott #WoodyHarrelson #comics #Marvel #EddieBrock #AnneWeying #CarltonDrake #Riot #scientist #symbiotes #alien #duality #antihero #samples #hosts #journalist #MRI #reporter https://t.co/1DLWpv7Wbx,,,
1216412519130157056,I know I’m late in the game but can we talk about #MichelleWilliams speech at the @goldenglobes ??? What do you think about it? #choices #GoldenGlobes @FosseVerdonFX @hulu #Hulu #FosseVerdonFX https://t.co/DBCpj96vqz,,,
1216409851708026880,"RT @soyingridbeck: ""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una…",1.2141779966067794e+18,"""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una mujer que tenga el derecho de elegir cuándo quiero tener mis hijos y con quién. Los hombres llevan haciéndolo durante años."" #MichelleWilliams #GoldenGlobes https://t.co/26ZkaXTU04",
1216406613780844545,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216406521770323978,"Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siempre que nuestras acciones no perjudiquen a los demás».

Si #MichelleWilliams lo hubiera estudiado tal vez no hubiera matado a su hijo para seguir su carrera.",,,
1216406343915012098,"RT @Chavivohra: ""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@Pam…",1.2143569552900997e+18,"""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@PamelaFalk @_PriyankaCRaina @PattyArquette @RobertoValentUN @kiranshaw @kapoors_s @KirenShrivastav @emilyslist @BillieJeanKing @ava 
 https://t.co/4G1e6EihNG",0.0
1216405263693107202,"RT @Chavivohra: ""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@Pam…",1.2143569552900997e+18,"""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@PamelaFalk @_PriyankaCRaina @PattyArquette @RobertoValentUN @kiranshaw @kapoors_s @KirenShrivastav @emilyslist @BillieJeanKing @ava 
 https://t.co/4G1e6EihNG",0.0
1216404473918214146,"As actress #MichelleWilliams pointed out at the #GoldenGlobes, a choice is a powerful thing to have. Check out her powerful speech - and the #femalefounder it reminded us of:
https://t.co/xHl7k1jGBX",,,0.0
1216403413040353282,"RT @AccountistLisa: THANK YOU #MichelleWilliams for your courageous and thoughtful remarks!
💋💋💋
Camera techs and producers, getting audienc…",1.2140262131040911e+18,"THANK YOU #MichelleWilliams for your courageous and thoughtful remarks!
💋💋💋
Camera techs and producers, getting audience reactions- well done! 🥰🥰🥰 https://t.co/kd6SRP5yPE",0.0
1216401999027150851,"RT @Chavivohra: ""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@Pam…",1.2143569552900997e+18,"""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@PamelaFalk @_PriyankaCRaina @PattyArquette @RobertoValentUN @kiranshaw @kapoors_s @KirenShrivastav @emilyslist @BillieJeanKing @ava 
 https://t.co/4G1e6EihNG",0.0
1216400128602333184,"RT @BDucklingg: Being a mother by choice and pursuing your dreams are BOTH a win ♥️
Empower women and celebrate their right to choose inste…",1.2161333709855662e+18,"Being a mother by choice and pursuing your dreams are BOTH a win ♥️
Empower women and celebrate their right to choose instead of tearing them down. #prochoice #ProChoiceIsProWoman #ProWoman #empoweringwomen #RightToChoose #MichelleWilliams #IStandWithWomen https://t.co/A9PigJ0Nvd",0.0
1216398695027167239,"RT @nelleNOTE: La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobe…",1.2149255664843407e+18,"La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobes grazie all'#aborto: ""No, Michelle. E lo dico a tutte le #donne, i #figli non ci impediscono di realizzare i nostri sogni!”

https://t.co/vduj4w9jty https://t.co/OHuFEc9j2p",
1216396364801810435,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216392859135463425,"RT @ReeseW: What a speech by #MichelleWilliams! Thank you for being a champion of women, you are an inspiration 🙌🏼 #GoldenGIobes",1.214028437519655e+18,"What a speech by #MichelleWilliams! Thank you for being a champion of women, you are an inspiration 🙌🏼 #GoldenGIobes https://t.co/J72vlv9Si0",0.0
1216392584290979840,RT @Cheryl_CLBP: White Women stop saying “us”. 98% of Black Women did NOT vote for trump. We voted to save this country. We try saving this…,1.214169802282951e+18,White Women stop saying “us”. 98% of Black Women did NOT vote for trump. We voted to save this country. We try saving this country all the damn time. How about you shut up and let us lead. Stop lumping us together. #MichelleWilliams #GoldenGIobes  @TheJTCList https://t.co/YgFMa0lVn6,0.0
1216388076903288832,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216384454731714560,CRITICS CHOICE AWARDS TONIGHT #MichelleWilliams https://t.co/CH6az1Y23v,,,
1216383232113029126,"RT @Chavivohra: ""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@Pam…",1.2143569552900997e+18,"""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@PamelaFalk @_PriyankaCRaina @PattyArquette @RobertoValentUN @kiranshaw @kapoors_s @KirenShrivastav @emilyslist @BillieJeanKing @ava 
 https://t.co/4G1e6EihNG",0.0
1216382607534899201,RT @RockofLifeNI: At tonight's #goldenglobes2020 pregnant actress #MichelleWilliams said she wouldn't have won if she hadn't aborted her ot…,1.2140779647716147e+18,"At tonight's #goldenglobes2020 pregnant actress #MichelleWilliams said she wouldn't have won if she hadn't aborted her other baby years ago when her career was just getting started

A piece of metal is worth more than her baby's life!😡 #30PiecesOfSilver https://t.co/aL1GYoOPk3",1.0
1216381575815974916,"RT @GDIGM: ""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much li…",1.2140239411250708e+18,"""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much like them. Don't forget: we are the largest voting body in this country. Let's make it look more like us."" 
The incredible #MichelleWilliams #GoldenGlobe https://t.co/DiTRVBcM8C",0.0
1216377481093177350,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216377195431710720,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216367266931134465,#MichelleWilliams https://t.co/nzmvk5eYDG,,,1.0
1216364778941288449,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216360340444844034,Sto guardando la prima puntata di #FosseVerdom e sto morendo di noia... Ma è sempre così o poi migliora? #MichelleWilliams #SamRockwell,,,
1216357782598885377,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.2158476520902697e+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1.0
1216352799664959491,"""Ignoring wanted #pregnancy #abortions, acting as if only unwanted pregnancies were ever aborted, tends to understate how much hurt is out there for #women after #abortion.""
https://t.co/9AdVDoprrj
#womenshealth #WomensRights #MichelleWilliams #GoldenGlobes #bioethics #healthcare",,,
1216347966581235712,"#goldenglobes2020
I already disliked #MichelleWilliams b/c of the salary issue for the remake of All the Money in the World. She CHOSE to do it for peanuts but Wahlberg did not yet she let it turn into an equal pay for women thing. Now she's thanking her abortion(s) for her win?",,,
1216342542104449025,"RT @Sange1962: @frfrankpavone 100% true... as is this!
#abortion
#choice
#MichelleWilliams https://t.co/7SjperbKVz",1.2156946001086382e+18,"@frfrankpavone 100% true... as is this!
#abortion
#choice
#MichelleWilliams https://t.co/7SjperbKVz",
1216340647315169280,#MeToo #MichelleWilliams #selfish #godtoself https://t.co/auwKAmIihX,,,
1216340333388345344,RT @RockofLifeNI: At tonight's #goldenglobes2020 pregnant actress #MichelleWilliams said she wouldn't have won if she hadn't aborted her ot…,1.2140779647716147e+18,"At tonight's #goldenglobes2020 pregnant actress #MichelleWilliams said she wouldn't have won if she hadn't aborted her other baby years ago when her career was just getting started

A piece of metal is worth more than her baby's life!😡 #30PiecesOfSilver https://t.co/aL1GYoOPk3",1.0
