user.id_str,user.name,user.screen_name,user.description,conservative
2667431058,Tana,skylarkhome,"God is good all the time.
Christian, pro-life, 2A, small gov't & BlueLM conservative. PRAY FOR PRES TRUMP... NO LISTS.  🇺🇸 WWG1WGA",1.0
1062124484,Recon Alpha,_ReconAlpha_,on Parler@ReconAlpha,1.0
23622948,Anna Weddington,Anwedd,,1.0
2976947211,SumItUpNYC,SumItUpNYC,Actor 🎬 l Advocate - #YouthImpactEquality l #UN #SDGs Supporter l Youtuber 💻 l Drummer 🎼 l Sports Enthusiast ⚾️ l Tour Management l #Entrepreneur,0.0
1058076294401921025,Activate Impact,ActivateImpact,@Activate1M1B l #ActivateImpactSummit l #GlobalImpactersSummit l #GlobalImpacters l #GlobalImpactersChat #SocialInnovators l support #SDGs @SDG2030,0.0
364892784,The Story Exchange,TheStoryXchange,Award-winning nonprofit digital media project showcasing entrepreneurial women around the world. Submit your startup story: https://t.co/ECWTUShUZ5,0.0
1111178274842071040,Monika,Ciastko_,"Daughter,Sister,Fiancée,I wore the Uniform. Now I stay awake for you to sleep in Peace.Humanity over Ethnicity. #Resist.🌊 🌊 🌊🇺🇸.#FBR",0.0
1161625417243136000,Andrea Meléndez Guevara,andymelg_,"Romántica empedernida. Estudiante de Relaciones Internacionales. Amante de la naturaleza, y de la buena comida.",0.0
1062753282534236160,Sarah-lynn👸🏻🚬,lunalume18,"I know I’m smiling right now, but the light inside me is dying.",0.0
1105754145083088897,JohnnyPrince,JohnnyP11492246,pre-tribulation... salvation by grace thru faith... eternal redemption.... Arsenal,1.0
4816787483,Jamie Dornan,JamieDArgentina,Cuenta de FAN dedicada al actor Irlandés Jamie Dornan.,0.0
1165997336125796352,dr. dean ramser,DrRamser,"GED2EdD
(retired; adjunct instructor at EOU and BMCC)
https://t.co/uzLHH5w6sG
https://t.co/O0WlM89XJZ",0.0
325041846,Shannon Diehls,SDiehls,#SIDSawareness #MAGA #KAG #TRUMP2020,1.0
3094649957,SDG2030,SDG2030,#SustainableDevelopmentGoals l #SDGs l #SDGsImpactChat,0.0
1191715714870198274,Hannah,NYChannahm,Pro-life. Anti-Antifa.,1.0
2350679620,Heather McDermott,Heat66195600,wife. kid mom. dog mom. dragon mom.,0.0
895814658900340737,🇺🇸NANA🇮🇱,Nana_MAGA2020,I love Jesus.  Love Israel. Love #Trump. #KAG #Veteran #StopHatredTowardsMAGA #CloserNation #unbornLivesMatter #IStandwithIsrael #noShariaLaw #JDI,1.0
863403028937924608,chelette,ShawnaChelette,Believer in Yeshua and redemption through his blood pored out for all who receives his salvation.,1.0
2972604937,Juan Olivarez,juanoli53,Keep watching the skies.,1.0
834699973,JaneDoeYo,JaneDoemission,Mutt-American with a strong Native American heritage as well. Does that make me a woman of color? What color? Are people colored? And this: #itsoktobewhite,1.0
2963985159,Doug O'Brien,dpo4yhvh,"Christian, Husband, Father... in that order.
Blessed to be an American for as long as we stand beside Israel... Genesis 12:3... Specifically, Genesis 17:19",1.0
1203647427183620096,S D Land,SDLand1,Booted from my other PrePOTUS account #wwg1wga #qanon #bestpresidentever45,1.0
186588342,Every Life Matters NI,RockofLifeNI,"The Pro-life people of #NorthernIreland say #NotInOurName to Westminster's undemocratic cruel Abortion Law. Women & babies deserve better🤱
#REPEALSECTION9",1.0
3252602359,Is this satire? 🇦🇺,thisismindi,"I eat memes, sarcasm and satire for breakfast #justsayin",1.0
788947465495977985,How I See It,SimplyStacey3,"Christ follower, wife, mother, and nurse. I don't neccessarily follow those who follow me.",1.0
926050559634878466,James Flexon,FlexonJames,"Christian conservative, Husband, Father, Grandfather.",1.0
2876186450,Soffia,SoffiaScarano,"Desire of my heart is to put images of blessing into this world and glorify Jesus. Teacher of Visual Art. 
(Bachelor of Art, Bachelor of Teaching).",1.0
1215519737112739841,Roe v.Norma,RoeVNorma,A film about the hapless woman who became a movement,0.0
953461590409515008,Joe Malarkey’s Hairy Legs,Boblobblaw88,#MAGAKAG Make America Great And Keep America Great! 600+ followers but few ever see my tweets cuz.....I made fun of Chelsea one day. Shadowbanned since week 1.,1.0
59377214,henry straley,pposidous,"Politically - in the middle but presently voting Republican. Support Trump.  I take horrible pixs, honestly, I are an ugly old man who shows his age, 78",1.0
15425196,MattPrater,MattPrater,"Pastor of @NewHopeBrisbane, Host of Historymakers radio, TV & podcast, & @Visionradio https://t.co/rQgV6eIv2J",1.0
950861988376252418,Lee Reed,LeeReed555555,,1.0
38804101,BioEdge,bioedge,"The latest news about #bioethics, with an accent on human dignity.",1.0
395073368,Verite Grace,VeriteGrace,"Passionate wife, mother of five, writer, lover of truth and justice.",1.0
15331371,goganj1,goganj1,"Aussie Ruski gal.  Married,  Christ Follower,  conservative. Fighter for all human life exception PEDOPHILES and lefties.",1.0
171396554,Canberra Declaration 🇦🇺 ن,CanberraDeclara,The Canberra Declaration is a call to Christian conscience. Awaken. Encourage. Unify. Educate. Equip.,1.0
3885734893,Lizzytiz ❌🇺🇸🌩⏳🌩🇺🇸❌,Lizztiz,Opinionated Red pilled Grt Grnddaughter of Union Gen James G Blunt. Grnddaughter of 1st Chr!st!@n missionaries to Cuba.  He will lift the veil so ALL will see!,1.0
899410913207488513,Catty🐈,friocarrieo,#MAGA #KAG #Trump2020LandslideVictory Conservative woman.🇺🇸  Loves cats🐱 Hates pink pussy hats.  Smirker.😏  Serial retweeter.  #Cult45,1.0
4230384973,Deb ❌ ❤️🇺🇸⭐️⭐️⭐️,DebHiers1,Educated country lady working in mental health—didn't vote4party—voted for Trump! #MAGA Followed by @therealroseanne @mitchellvii @TheRealHublife,1.0
734062558794092544,Dontlosemycountry🎖🇺🇸🇺🇸,bilarz53,"MAJretUSAUSN,SmellyDeplorable,MAGA,KAG,Husband,Dad,Dziadzi,CafeteriaCatholic,OIF1CombatVet,Medical CCL,NRA,BuildtheWall,DraintheSwampNOW!I’ll endwith🎖🇺🇸🇺🇸",1.0
4828339398,Caliyat ⭐️⭐️⭐️,PeggyRuppe,#QArmy🤺TRUMP2020 🇺🇸WWG1WGA🔔Jesus ✝️Faith👶🏼Family🇺🇸Freedom #MAGA🌟Constitution 🙏🏽Israel🇮🇱 ♥️Vets🇺🇸PRO👶🏼LIFE #TrustThePlan #1A #2A #WalkAway,1.0
465312881,🕯InJesus’Name🕯,One_Of_His,I come in the Name of Jesus! Strong Bible based Christian content. #Jesus #Gospel #Grace #Faith #ProLife #Liberty #KJVOnly/No Porn/No Soliciting/NoTags/NoDM,1.0
1157715752977346561,Drury Ellard,drury_ellard,,1.0
1109962054515986433,DNC is a DUMPSTER FIRE 🇺🇸 Text TRUMP To 88022,PeppermintPatr1,"Love God, family, and country #Veterans #1A #2A #Patriot #MAGA2020 #Trump2020LandslideVictory #DogLover #DalmatiansRule 

NO TRAINS!!!

https://t.co/rchI8ERPwL",1.0
252822864,Mary Hale-McCoy,halemaryTN,Adore my kids & grandsons💓America🇺🇸Wine🍷Country Music🎸& Jesus 🙏 Not lookin4twitter dates DON'T DM ME #leolady #GodsGrace #Trump2020 #MAGA,1.0
780749430307721216,William Villagran,1975broncosfan,Angry with swamp. #draintheswamp #MAGA #Q #Trump #KAG #WWG1WGA #Trump2020,1.0
796490944837283840,NOMAD,AaronCo63678331,,1.0
392132054,Barbara B,BarH_Ranch,"Love God, my Family, my Canada, Horses and Gardens.",1.0
1061860148115918849,Big Sky,BigSky87068542,"We ♥️Jesus, married 47 years to a wonderful man, 2 beautiful children, our Special Forces son, Gavin in Heaven, 3 Dogs. We ♥️ President Donald Trump! WWG1WGA",1.0
1602580189,patricia fulmer,patricia_fulmer,,1.0
2260393682,Mytreasure,loughner13,"Follower of Christ, Trump Supporter, Truth Seeker
#MAGA #2A #WWG1WGA",1.0
947978911698378753,Rochelle MAGA 🇺🇸🚂🇺🇸,Rochell81486461,,1.0
1001479652664365056,Nicki Phillips,NickiPh77779102,"Grandmother, prior service AF (Hon. Dischg), civil servant for Army, happily married, converted Catholic, two grandchildren and a daughter-in-law, and son😎",1.0
2940262173,Eric Welch,elsfane,,1.0
1061204708,Green eyes,Monese78,"A Christian first, wife, daughter,  sister, cousin,  friend, Nurse, and a Patriotic American .",1.0
1040225416018108416,Lucylooloo❤️sU,Lucy15418277,"❤️🇺🇸🌎🙏💪🏻😊MAGA
Here to join with fellow Patriots to support our POTUS. Praising the Lord!",1.0
823263830008594433,GirlieGirl,colgraphics,Trump Landslide2020!  KAG!  Cult45 devotee.,1.0
1207782202215260161,Alleyluyah,Alley82555578,"I mind my own business, you should try it sometime.",1.0
973820051097833478,Greg Davison,GregDavison4,"Love family, friends, sport, Jazz, great food, red wine and Malt Whiskey, nature, business & personal challenges, politics and comedy",1.0
818996871687454724,belinda odom,belindaodom12,Planters employee since 1976. All people with Trump derangement syndrome will be blocked.  God bless America. Trust the plan and enjoy the show. MAGA,1.0
347507710,Lanny Camden,HeyLannyCamden,"Vietnam 1970. Conservative. Follower of Jesus Christ.♥️Husband 48 years. Favor Republican Party, Love America✍️ 2nd Amendment-Concern 4 violent left, Trump 2020",1.0
977420312,Beth,BethRS62,,1.0
111987407,Philadelphia  Freedom,GrimSoftware,I'm the guy they call when the software project is not working. Favorite movie: The Lathe of Heaven,1.0
1115607506,Brian Boring-Gavette,Brian_xy_828,"Supports - equal rights for all, a woman’s right to choose, gun reform. Does not support - GOP, NRA, the human Cheeto. Filters are for selfies, not thoughts.",0.0
531495466,Pastor Ward,PastorWard1,,1.0
1880671987,carol for TRUMP!🇺🇸,carol89922442,.#MAGA 2020 i am on twitter for President Trump if u aren't don't waste my time by tweeting me..KAG2020🇺🇸🇺🇸🇺🇸🇺🇸,1.0
472471452,bbeyer,flthead,,0.0
714754044,"Remove ""Impeached For Life"" Trump",RealSamMartin,"Trump is a criminal, a white supremacist, has narcissistic personality disorder, and is a #SerialLiar who only cares about #TrumpCrimeFamily. Pronouns: He/Him",0.0
1052235991363276805,Kathyaggies85,kathyaggies85,Graduate of Texas A&M University,1.0
1215441380819890176,lewbudgie,lewbudgie,,1.0
508386803,Murrali Rangarajan,murralirangaraj,,0.0
1127730862441803777,🙄PEARLS FOR SWINE🙄,_PEARLSforSWINE,"🙏#ThankYouGod #TeamJESUS🙏                                
🇺🇸💰💰#MAGA #SinceDay1💰💰🇺🇸                                     ⚾️#YANKEES⚾️   🏈#PATRIOTS🏈",1.0
1083161863741857792,Obey God Rather Than Men,Hebrews12_2,1611 was fulfilled in Psalms 12:6-7,1.0
33399399,Lynn,BluvcatLynn,"Follower of Jesus, Conservative,support our
 beloved #POTUS, and #FLOTUS Patriot! Love USA no DM #MAGA  #KAG  #WWG1WGA #TrumpPence2020 #VoterID #BeBest  #Qanon",1.0
1480670382,Fay Jones,FayJones1966,,1.0
59506728,Noah Tomas Dishman,TomTom28115,"Web design/artist/ blogger/stargazer/creation lover, & dreamer.  I Belong to Jesus! 
http://t.co/NcrKS9Rp
http://t.co/QkC0wBNc",1.0
1214043888479956993,country gal,country21521873,"I'm not a perfect person, but I strive daily to become a better person......",1.0
1444575822,#We The People,bostonmaga,"I love my God, my kids, and my country!!
#MAGA #Qanon #Great Awakening
Jesus Christ is my Lord and Savior😇😍🇺🇸",1.0
1006708580177928192,Ruff Seas,oneruffsea,Proud Navy Brat.  Make sure what you believe to be true - is true.  Follow Facts - Not Opinions.,1.0
1048034022855790592,⌛Hyperвaroque⛧,HyperBaroque,"EXPLICIT CONTENT
FOR
MATURE AUDIENCES

RETWEETS PROBABLY MORE STUDY THAN ENDORSEMENT

collapse; environmentalism; LHP; CHAOS.

WordPress:
https://t.co/AuoPF5vmJ7",1.0
1438183039,Carolina,Carolicen,"I'm a female Psychologist, motivated and inspired by women's world. Spanish, French, English, German, and Italian are the languages you will find here.",0.0
3071644774,SEMI-FAX~,FexSem,PLUS @FexSem0 @Yaha1What🌴 I GottA TRy tA ImProViZe..With TwiTTer ChanGez FuCKinG AccOunTz TheZe DAYS? 🐸 ReLigiOus/SpiRiTual DuDe! [NuMero UnO].. 🌵,1.0
260525365,#WeStandReady,tracybirk1,"◄ Revelation 17:6 ►

Married Mother patriot. No Lists/Porn/Dating #TrumpIsMyPOTUS #IloveFLOTUS  We have to UNITE or we lose. God Bless",1.0
1213000132402106369,Walk in the truth,3John1verse4,The King James Bible is the one true word of God.,1.0
813577142,BDuckling,BDucklingg,"BSc in Biology, specializing in physiology, ecology, evolution. Taking the time to spread the scientific method and inform.",0.0
861530346,Linda ⭐⭐⭐ 🇺🇸,igivetlc,"Jesus Christ is Lord of my life. He saved me from my sin & I live my life to please only Him.
American Patriot 
Trump Supporter & Q Follower",1.0
1058109186460938240,Latileta L Naka-Suguta,l_suguta,,1.0
947180072766754816,Dne99,Donnie09376685,,1.0
1024014281984167937,B.E,BE55812852,,1.0
860543234077933568,T. M.,TeresaM24212961,"You Can Take Your WHITE  🤬 GUILT & Shove it!  😍BACON🥓,
🇺🇲👍 Q,  Gods Hand on Trump!
God-Family-Country
Love Our Men, Women & Dogs in All Uniforms! 🇺🇲",1.0
963214571489120257,Gil Mendoza,gilmendoza51,Retired FAA Radar Operations Engineer. Now working part time for FAA.,1.0
79508150,L J,LJ1776,"I pray 4 u. John 3:16 - “For God so loved the world that he gave his one and only Son, that whoever believes in Him shall not perish but have eternal life.”",1.0
977676153673650178,Roy Weaver,RoyWeav21983331,The truth will set you Free,1.0
974126670356520960,BBTruthbetold,BBTruthbetold,"I am a BabyBoomer that cannot stand what has happened to our beautiful country, hard working American Patriots and honorable veterans.",1.0
32602480,Janice Brouillard,windy202,"Time to Wake Up, People !!",1.0
283113337,Gail  Gray,missiolady,,1.0
2245505120,Sally Cornish,msfaletoese,,1.0
96859863,Carmen PV,Carmenpv,,0.0
928397515413737474,Suzie,SuzieRes17swb,I’ll follow back when twitter allows. Thanks,1.0
1103993764782194688,Woken@Last,WokenLast1,,1.0
1152346466716983297,Marie Bastone,MarieBastone,,1.0
428619678,Deplorable KEVIN ⭐️⭐️⭐️,ACatholicKnight,"✝️🇺🇸#RomanCatholic, #Eucharist #ConstitutionalConservative, #KofC #4th #PROLIFE #Troops #2A #AOH #TRUMP2020🇺🇸#MAGA #Cops 🇺🇸 #Q #WWG1WGA Lived 9 countries",1.0
42091202,Robin Davis,YPOONS62,#MAGA,1.0
937929805613412352,Thomas Smith,SmithPuddintom,Government & Politics NASCAR Gov Officials & Agencies Tech Professionals & Reporters Technology,1.0
1127783201987006465,loveandlight😊,plantbasedpeace,"Ballerina, fierce momma bear, RN",0.0
337295025,YOUR MOMS GOOD WIG🐲 ||333,Chev333____,"$UNCHILD - #BATCAVE x""NO VISIION IS TOO BIG| Sisters Striving For Excellence INC.🦋 | CameraGorilla187 📸• Visual IG ; @333_visiion #AsSeenByChev #ChevCutConvo",0.0
1067948536065654785,@mistymarie63,BrendaS81623844,"God, Family, Patriot packin’ Mamma Bear!!",1.0
1070445675765207042,RikaPandaBrandy,RikaBrandy,"Jesus 1st, USA 2nd, Family 3rd! My mission is to get the correct facts only, don't trust msm. Retweets are for me only! Not looking for followers! #KAG #MAGA",1.0
1183006390392184832,Derek Creaden,creaden_derek,,0.0
144958779,Inés🍒,INESJ11ARIF,Instagram - ines.arif. sc- inesjarif,0.0
19604922,melissa kronenwetter,forevrmercy,finally have met my soulmate. it was well worth the wait.,1.0
968285701409247234,MARIAMB,Mmb01082258,"conservative,  deplorable, MAGA ,married, animal lover, NO DM'S PLEASE, Go Trump",1.0
19491766,🇨🇦🇺🇸,viradio,"Give me liberty or give me death! 
#MCGA #MAGA. Libertarian 🏛
🇨🇦True North - Strong and Free 🇨🇦 Spelling mistakes maybe on purpose :-)",1.0
304410684,Colette,colettey6,"#GodFirst #Trump2020 Need Twitter to vent,screaming at TV isn’t cutting it! 🗣Hey Americans Y don’t u just respect America’s laws & we UNITE",1.0
4399115542,Joanne,JMFDSJ,DECISIONS ARE MADE BY THOSE WHO SHOW UP!! 🌸Animal Lover 🌸Animal Rescue 🌸No Lists 🌸 No DM’s,0.0
102112843,Ciro Morales,CiroTweeter,An Explorer in the Further Reaches of Experience. Expert in Awesomeness.,1.0
742072858831126532,#FREESPEACH101,haalloowman,black conservative. Free thinker loves rock music love my bible and my county oh and did i say I'm a conspiracy theorist.. #walkaway and i am a patriot,1.0
1078340477781528577,Darlene Watson,Darlene40827786,,1.0
123269754,Max Sutherburg,Max_Sutherburg,,1.0
1027650512773152768,JULIEinDSM,JULIEinDSM,,1.0
29548812,❌m❌c❌⭐⭐⭐ 🐶 Goji❤my pup,mischabi,"alkaline by design. found in the high desert. 
here for @realDonaldTrump #CULT45 
no dms PLZ

mischabi/gab.ai.
 
https://t.co/KPSFuj2orE 
$END HELP! ❤🇺🇸",1.0
2263775674,MELADORIAN,melaniegodarttt,"« A movie is like a background : love, hate, action, violence and death , in one word , it’s emotion » 
✏📽

https://t.co/lpmmeV7Jhd",0.0
229356898,ND21,Naturaldoll21,#MAGA Trump/Pence 2020,1.0
1064682397684441088,Mommo82,Mommo821,"Lover of The Father, Jesus Christ and The Holy Spirit. Lover of The Constitution Of The United States Of America and The Bill Of Rights.",1.0
916073266833391616,Jay-j,Godscreation555,"Truck-driving, motorcycle riding Christian.
Lover of truth and all those who pursue it.
Philip 4:8 ..'focus on anything that is true, lovely and pure'",1.0
386814050,Holly Decker,holly_decker,"Truth seeker, researcher, Trump supporter #MAGA #KAG #Qanon",1.0
1148655088145174528,‎ ‎ ♡ His Daughter ♡,_Kerri_Lynn_,_Throne_Gaz’er_ ♡ Wife ♡ Mother ♡ Sister ♡ Friend ♡ Daughter of the Most High God ♡ _Psalm91_ ♡ ProLife/Adoption #EndAbortion #WWG1WGA #MAGA #Trump2020,1.0
915438219042230272,nypaddy 🤡🌍🇮🇪👌🍺🥧,ecoastlad,whatever it is I'm against it.,1.0
3699375376,Bill F,BFEF4651,,1.0
38606738,LoloB,Lolo611,"Truth, justice and Yeshua’s way. 🇺🇸❤️🙏",1.0
715350002629873664,Closer1775,Closer1775,"USMC - Veteran • Sales Leader • God, Country, Corps, Family • #MAGA #KAG #MCGA #NRA • 1A, 2A • Semper Fi",1.0
2600948727,🇺🇸 Susan Frederick 🇺🇸,sjcfrederick,"Faith-Family-Freedom - 2 Corinthians 10:4 Single Mom, Loves Jesus, #MAGA #2A #NRA #Constitutionalist #CancerSucks",1.0
1167862489112961024,Hadass,Hadass90261516,"I love Hashem Adonai, my land of Yisrael and my people. I will always defend and support Yisrael with all of my being. #KAG2020 #Trump2020 #WINNING 🇺🇸🇮🇱✡🕎✝",1.0
263939135,Sothia Chhoeum,sothiachhoeum2,"Shy girl. David Cook,Daughtry,Nick Fradiani, Kris Allen,Lethal Weapon,SVU,Arrow, NCISLA,ITB,Lewis Tan,Kevin Rahm,Grand Hotel,Wu Assassins,David Dastmalchian",0.0
2748132312,Danny Jossick,djjossick,"Owner IBC INC , Braze industry international consulting and development services",1.0
287783172,drummergrl,jodijoy1,,1.0
809213634,Camille G tine,CamilleGtine,"73 year old Mother, of 1 girl 3 boys, 9 grands, 5 greats 20 yrs.Ethan Allen, Antique Shop owner, love Saints, cooking. 💕 POTUS DAY 1 #MAGA👊🔥🔥❤️🇺🇸 🙏😍🎄😇",1.0
736365734,Patriotic Truth Lady,ggpress15,"The Lord is my Shepherd, I shall not want.",1.0
747420327660101633,Trumppatriot2,Trumppatriot2,,1.0
2854380031,Finn,FinnBlue99fish,"Happily married homemaker, resistor, anti-tRumper, believer in equality for all, and a proud liberal! #RESIST",0.0
1669075946,Patricia Warwick,MinisterWarwick,"A servant and soldier of Jesus Christ, veteran, conservative Constitutional patriot, pro-Israel, pro-life, pro-Trump, pro-NRA supporter, #MAGA, #WWG1WGA",1.0
989992545563398144,Diane,Diane13493993,,1.0
4898819754,Pmack,PmackPaul,Sojourner...I follow people for my interest's sake. I block others because it's too much traffic or redundant or rude. Jesus saves!,1.0
787706491545399296,Justin,JMSum007,,1.0
1216017123614560257,Michelle Jones,Michell64923020,,0.0
1491876829,emily ⭐️⭐️⭐️🇺🇸❌💥,emilymarsh1022,"MAGA Trump 2020 WWG1WGA TRUST THE PLAN, happily married 🇺🇸💯💥🥊🚨❌ QAnon, won’t chat with other men thru DM’s",1.0
455117044,Johnny B.,JohnnyBlaylock,"From Dallas, GA. Georgia boy that transplanted to Kansas in 2015.. GO DAWGS! Falcons and Braves fanatic!! Love family, God and Country! #MAGA #TRUMP2020",1.0
778646522883936257,Libby,LibbyCherry411,"Proud Trump supporter, love God, country, family and dogs. Retired Manager, Cust. Serv.USPS. Enjoy traveling with my husband of 43 years with our 5 fur babies.",1.0
789908571030888448,inGodweTRUST,lorenza_olivas,,1.0
1025090014357725185,Annette Bizal,BizalAnnette,,1.0
704009067245645826,Celeste Rousseau ⭐️⭐️⭐️,celesteka,#JesusFIRST ✝️ MARRIED 💍Singer/Pianist 🎶 Designer 💜 #SRA SURVIVOR ✝️ GOD BLESS @POTUS @FLOTUS @GenFlynn #JFKJR #Q #MAGA @gab.ai/Celestial1 #WWG1WGA 👊🇺🇸,1.0
1076264681075965952,hijinks6,hijinks62,,1.0
3582485477,Rhonda Patterson,pattersonrhond1,,1.0
1019021984728903680,WooBear,WooBear5,,1.0
1069140295,🇺🇸🇺🇸🇺🇸 Trump 2020🇺🇸🇺🇸🇺🇸,KingMurfee,"Liberalism is not only a Mental Illness, it is Spiritual Wickedness ❗️",1.0
901991711924256772,Alma Chavez,almachavez75,Jesus is Lord!,1.0
1681152000,Joni Mandel,JajsaArthur,I am a indep. woman. Love God and my country. Married to a wonderful man. Have wonderful children & grandchild. Dallas Cowboy fan. Been on Twitter about 6 yrs.,1.0
2393119986,🇺🇸 Patriot Starlight 🇺🇸,Lightning1776,🙏🇺🇸🗽 #MAGA #KAG2020 #911_FakeAttack #TakeBackEducation #DisbandNEA #STOPSocialism,1.0
1048181483410808833,AmaJ,AmaJ06616283,"I'm a follower of Christ, wife, mother, grandmother. Support Freedom, Trump, USConstitution, 2A",1.0
844090444531220480,Christine🧜‍♀️,808AlohaGirl,MAGA Red in the deep Blue Pacific!,1.0
1213015344131870722,Lily,GraceAlijah,🙌🏽✨🌹Jesus is King🌹✨🙌🏽 #SaveThe👶🏻🐶🐱  I ❤️Pina Coladas & getting caught in the 🌧,1.0
2877378736,@Ldev44,Itsme4681Laura,IFB 🚂MAGA 🇺🇸 President Trump all the way. 🇺🇸🇺🇸,1.0
